Age,Gender,Education Level,Job Title,Years of Experience,Salary
19,Male,High School,Financial Analyst,0,43360.69
36,Male,Master's,Marketing Manager,8,110629.92
20,Male,High School,Machine Learning Engineer,2,66868.2
19,Male,High School,Data Engineer,1,51971.22
28,Female,High School,Machine Learning Engineer,6,71240.12
31,Male,High School,Full Stack Developer,13,93980.09
46,Female,PhD,Software Engineer,6,136032.41
28,Female,High School,Sales Manager,3,46851.05
55,Male,PhD,Financial Analyst,21,169735.6
24,Male,High School,Backend Developer,6,67377.88
42,Female,Master's,Project Manager,2,95074.39
34,Male,Bachelor's,Machine Learning Engineer,11,94501.06
31,Female,Master's,Sales Manager,3,100202.07
58,Female,PhD,Data Engineer,21,158534.62
31,Male,High School,Business Analyst,13,84230.52
35,Male,Master's,Business Analyst,9,111858.97
48,Male,PhD,Data Engineer,10,133787.45
29,Female,PhD,Account Manager,0,86378.86
35,Male,Master's,Project Manager,0,79065.64
50,Female,Bachelor's,Network Engineer,9,84263.54
36,Female,Bachelor's,Backend Developer,4,92355.97
36,Female,Master's,Operations Manager,8,98388.9
23,Female,High School,Network Engineer,2,55641.29
38,Male,Master's,Backend Developer,6,106582.17
39,Female,PhD,Supply Chain Manager,3,106400.95
28,Male,Master's,Account Manager,0,66251.61
44,Female,Master's,Sales Manager,15,124247.45
30,Female,High School,Financial Analyst,11,63123.63
19,Female,High School,Research Scientist,0,51628.64
26,Male,High School,Project Manager,6,41975.52
34,Male,PhD,Frontend Developer,2,115067.52
41,Female,Master's,Data Scientist,6,110084.4
50,Female,PhD,Backend Developer,13,155959.77
36,Male,PhD,Machine Learning Engineer,6,134253.52
29,Female,High School,Customer Service Manager,10,49951.41
34,Male,High School,Data Scientist,11,80130.15
29,Female,Bachelor's,UX Designer,0,65072.84
32,Female,High School,Software Engineer,10,69037.54
55,Female,PhD,Data Scientist,1,136437.59
37,Female,Bachelor's,Backend Developer,14,98721.96
30,Female,High School,Graphic Designer,7,45713.45
23,Female,Bachelor's,Customer Service Manager,1,53718.25
33,Male,Bachelor's,Backend Developer,11,79486.56
58,Female,PhD,Network Engineer,29,183009.21
60,Female,PhD,UX Designer,32,180455.53
54,Male,Bachelor's,Machine Learning Engineer,21,124168.86
41,Male,PhD,Customer Service Manager,4,91741.71
53,Female,PhD,Content Writer,0,75257.76
60,Male,Master's,Product Manager,8,115261.42
31,Female,PhD,Network Engineer,2,113258.42
56,Female,PhD,Machine Learning Engineer,0,129937.83
33,Male,Bachelor's,Machine Learning Engineer,0,77857.66
33,Male,High School,Network Engineer,6,44778.13
35,Female,High School,Product Manager,5,48538.67
37,Male,Master's,Frontend Developer,12,113092.57
32,Male,High School,Research Scientist,11,56162.97
34,Female,Master's,Sales Manager,6,100769.95
24,Male,High School,Data Analyst,5,48311.9
43,Male,Master's,Product Manager,19,136009.22
46,Female,Master's,Frontend Developer,18,138966.77
26,Female,Bachelor's,Research Scientist,4,77311.05
40,Female,PhD,Business Analyst,0,109584.91
38,Female,Master's,Graphic Designer,8,87267.25
25,Male,Bachelor's,Frontend Developer,1,65133.3
60,Female,PhD,Content Writer,0,72156.44
45,Male,PhD,UX Designer,7,124519.44
21,Female,High School,Network Engineer,3,41179.28
54,Female,Bachelor's,Software Engineer,5,86713.1
21,Male,High School,Account Manager,3,49049.15
48,Female,Bachelor's,Data Scientist,20,121884.32
34,Male,High School,Frontend Developer,1,43580.49
47,Male,Bachelor's,Account Manager,4,71784.27
43,Female,Master's,Network Engineer,16,122876.15
18,Male,High School,Data Engineer,0,33232.48
60,Female,Master's,Content Writer,11,86994.58
29,Female,Master's,Research Scientist,0,108812.9
30,Male,High School,Full Stack Developer,1,48257.97
53,Male,PhD,Research Scientist,4,128189.92
25,Female,High School,Data Scientist,1,50634.0
48,Female,Bachelor's,Business Analyst,6,71889.22
39,Female,PhD,UX Designer,10,131804.81
28,Male,PhD,Software Engineer,0,122903.06
41,Female,Bachelor's,HR Manager,5,60834.44
29,Male,PhD,Financial Analyst,0,103405.06
39,Female,Bachelor's,Customer Service Manager,14,83308.44
25,Female,High School,Software Engineer,6,69559.76
46,Male,Bachelor's,Network Engineer,10,98126.36
26,Female,Master's,Financial Analyst,1,86069.32
35,Female,High School,Network Engineer,14,67273.27
25,Female,Master's,Customer Service Manager,0,61494.82
29,Female,Bachelor's,Full Stack Developer,5,100227.63
55,Female,Bachelor's,Customer Service Manager,23,100528.75
30,Female,Bachelor's,Data Scientist,3,84451.3
53,Female,PhD,Account Manager,25,156127.54
46,Male,PhD,Marketing Manager,18,128569.19
43,Female,Master's,Graphic Designer,18,116063.11
26,Female,High School,Sales Manager,2,39331.11
48,Male,Bachelor's,Software Engineer,18,110492.05
64,Male,PhD,HR Manager,26,165375.62
48,Male,Master's,Operations Manager,19,135605.98
35,Female,Bachelor's,Machine Learning Engineer,5,83952.05
59,Male,PhD,DevOps Engineer,28,200881.77
31,Female,Master's,Data Engineer,3,96969.43
25,Male,Bachelor's,Product Manager,2,68668.59
27,Male,Bachelor's,Machine Learning Engineer,1,89116.01
18,Male,High School,Project Manager,0,35081.07
53,Male,PhD,Project Manager,4,125615.68
24,Male,Bachelor's,HR Manager,1,57041.99
48,Female,PhD,Marketing Manager,4,115894.14
35,Female,High School,Graphic Designer,13,60483.92
40,Female,Bachelor's,Account Manager,0,55399.48
25,Male,Bachelor's,UX Designer,1,61235.09
55,Male,PhD,Account Manager,13,121001.34
59,Male,Master's,Operations Manager,25,155195.58
29,Male,High School,Software Engineer,6,54995.28
33,Male,High School,Content Writer,11,63516.11
54,Female,PhD,Operations Manager,3,103795.62
54,Female,Master's,Software Engineer,4,102285.4
55,Male,Master's,Customer Service Manager,16,117012.99
42,Male,Bachelor's,Graphic Designer,7,71040.68
49,Male,Master's,Data Scientist,3,119792.64
59,Male,PhD,Content Writer,31,158036.54
27,Female,Master's,Data Analyst,1,93197.95
24,Female,Bachelor's,Account Manager,0,51864.77
24,Female,High School,HR Manager,4,34413.98
51,Male,Bachelor's,Project Manager,1,61331.97
41,Female,Master's,Research Scientist,14,110507.33
26,Female,High School,Software Engineer,7,44038.34
36,Female,PhD,Data Analyst,3,118970.78
33,Female,High School,Data Analyst,13,72875.84
30,Female,PhD,Data Analyst,2,98708.77
43,Female,PhD,Data Analyst,5,116112.71
26,Male,Master's,Research Scientist,2,102818.66
56,Female,Master's,DevOps Engineer,0,94379.97
28,Female,High School,Business Analyst,7,53351.85
51,Male,PhD,Machine Learning Engineer,7,159408.28
28,Female,PhD,Software Engineer,0,126203.27
22,Female,Bachelor's,Project Manager,0,65265.82
25,Male,High School,Data Analyst,2,47821.79
24,Female,High School,Machine Learning Engineer,4,60622.06
25,Female,High School,Graphic Designer,5,30438.01
25,Male,Master's,Marketing Manager,1,81359.36
29,Female,Master's,Customer Service Manager,3,74195.28
41,Male,PhD,Supply Chain Manager,13,133314.31
34,Male,Bachelor's,Account Manager,0,64985.31
47,Male,PhD,Data Engineer,8,153121.64
59,Female,PhD,Data Scientist,2,123859.03
24,Male,Bachelor's,Account Manager,2,56144.9
38,Male,Master's,HR Manager,1,74149.67
46,Male,Bachelor's,Product Manager,12,95469.42
59,Female,Master's,Sales Manager,3,91774.5
43,Male,PhD,Product Manager,5,124497.76
53,Male,Master's,Marketing Manager,25,140472.96
28,Female,High School,Graphic Designer,3,48105.21
47,Female,Master's,Project Manager,22,137901.32
31,Male,PhD,Data Analyst,1,104280.47
32,Female,PhD,Supply Chain Manager,4,110752.45
39,Female,Bachelor's,Machine Learning Engineer,13,113761.05
39,Female,PhD,Customer Service Manager,3,88191.15
28,Male,PhD,Software Engineer,0,128603.75
25,Female,Master's,Full Stack Developer,0,103503.76
28,Female,PhD,Data Engineer,0,112916.92
30,Male,High School,Machine Learning Engineer,3,60666.46
43,Male,PhD,DevOps Engineer,13,168470.35
31,Male,High School,Account Manager,4,46789.58
18,Male,High School,Operations Manager,0,40286.75
23,Female,Bachelor's,Marketing Manager,0,63749.43
26,Male,High School,Customer Service Manager,5,48159.42
60,Female,Master's,Financial Analyst,29,176949.39
23,Male,High School,Data Scientist,3,47689.8
22,Female,High School,Full Stack Developer,3,46090.69
44,Female,Master's,Content Writer,8,76340.24
42,Female,Master's,Customer Service Manager,17,103910.13
45,Male,Master's,Product Manager,7,100686.64
35,Female,High School,Content Writer,12,54013.15
57,Female,Master's,Project Manager,13,115611.75
38,Female,PhD,Marketing Manager,2,101461.68
33,Male,High School,UX Designer,15,71805.74
48,Female,Bachelor's,Marketing Manager,3,60570.96
58,Male,Master's,Frontend Developer,27,162464.31
48,Male,Bachelor's,Marketing Manager,12,91074.92
44,Female,Bachelor's,Data Engineer,2,71717.08
22,Female,Bachelor's,Financial Analyst,0,65551.05
31,Male,High School,UX Designer,7,47708.13
64,Female,PhD,Marketing Manager,3,115424.54
38,Male,Bachelor's,HR Manager,9,77710.21
64,Male,PhD,Customer Service Manager,16,127858.48
44,Male,PhD,Product Manager,11,143259.57
65,Female,PhD,Supply Chain Manager,3,100894.03
35,Female,PhD,Backend Developer,1,139579.23
65,Female,PhD,UX Designer,13,128083.2
35,Male,PhD,UX Designer,3,105123.48
53,Male,PhD,DevOps Engineer,17,156895.01
31,Male,PhD,Supply Chain Manager,1,96908.2
35,Male,High School,Software Engineer,8,50931.7
23,Male,High School,Account Manager,1,29847.41
34,Female,Bachelor's,HR Manager,2,67145.91
35,Female,Bachelor's,Project Manager,9,82707.43
42,Male,Bachelor's,Machine Learning Engineer,7,99624.74
52,Male,PhD,Business Analyst,19,151845.46
32,Female,Bachelor's,Content Writer,3,59308.29
24,Male,Bachelor's,Graphic Designer,0,53816.39
24,Female,Master's,Account Manager,0,80787.5
36,Male,Bachelor's,Data Engineer,12,97961.74
55,Male,Master's,Account Manager,4,85543.16
33,Female,High School,Data Analyst,10,60511.8
32,Male,Master's,Frontend Developer,6,106829.51
51,Male,Master's,HR Manager,18,114633.24
18,Female,High School,Financial Analyst,0,38464.6
31,Female,Bachelor's,Content Writer,2,48276.77
53,Female,Bachelor's,Frontend Developer,28,128737.59
35,Female,Bachelor's,Supply Chain Manager,1,39960.25
53,Female,PhD,Software Engineer,9,145205.11
28,Female,PhD,Data Scientist,0,129323.5
44,Female,Master's,Marketing Manager,5,109258.69
29,Male,Master's,Content Writer,5,60127.67
22,Female,High School,Software Engineer,3,55125.95
58,Female,PhD,Data Engineer,25,185630.61
45,Male,Bachelor's,Backend Developer,18,121374.77
22,Male,Bachelor's,Customer Service Manager,0,34797.01
49,Female,Master's,Backend Developer,25,164391.04
27,Female,High School,Business Analyst,9,55582.77
28,Male,Bachelor's,Operations Manager,4,76215.53
64,Female,PhD,Account Manager,34,176770.61
30,Female,PhD,UX Designer,2,98764.2
27,Male,High School,Marketing Manager,9,67161.13
46,Male,PhD,Marketing Manager,6,107130.02
38,Male,Bachelor's,Marketing Manager,12,100766.82
21,Female,High School,Research Scientist,2,54542.82
38,Male,Master's,Software Engineer,4,105924.87
55,Male,PhD,Marketing Manager,23,157172.57
55,Female,Bachelor's,Project Manager,19,115845.59
43,Female,Bachelor's,Supply Chain Manager,12,102595.93
32,Male,PhD,Marketing Manager,4,117224.96
31,Female,PhD,Data Analyst,2,118885.88
61,Female,PhD,Customer Service Manager,3,99729.63
60,Female,Master's,Project Manager,23,146035.27
64,Female,PhD,Machine Learning Engineer,34,229924.89
56,Female,PhD,Operations Manager,19,149100.44
40,Male,PhD,Software Engineer,10,158292.3
37,Female,PhD,Product Manager,3,113839.12
35,Male,High School,Backend Developer,1,53252.99
21,Female,High School,DevOps Engineer,3,57063.19
52,Female,Master's,Business Analyst,21,125510.75
48,Female,PhD,Full Stack Developer,10,158855.67
30,Female,Master's,Full Stack Developer,1,99222.43
30,Female,High School,UX Designer,8,57110.22
61,Female,PhD,Graphic Designer,8,108378.27
50,Female,PhD,Product Manager,8,139837.4
33,Female,Bachelor's,Business Analyst,4,76457.27
46,Male,PhD,HR Manager,0,99011.53
55,Female,Bachelor's,Software Engineer,26,130685.65
54,Male,Master's,Supply Chain Manager,27,145790.24
32,Male,High School,Backend Developer,0,49450.33
41,Male,Master's,Data Engineer,4,119272.23
31,Male,PhD,Customer Service Manager,1,81996.08
23,Male,Bachelor's,HR Manager,1,59689.25
24,Male,Master's,Account Manager,0,62144.36
36,Female,PhD,Marketing Manager,4,115905.24
31,Female,Master's,Machine Learning Engineer,3,104937.53
44,Female,Master's,HR Manager,1,71292.22
48,Female,Master's,Project Manager,24,164015.08
28,Male,High School,Operations Manager,7,52605.29
25,Male,Master's,Marketing Manager,1,80343.15
38,Male,Bachelor's,Content Writer,8,56875.45
25,Female,High School,Data Engineer,1,35295.64
57,Male,Master's,Frontend Developer,17,120742.23
41,Male,Bachelor's,Financial Analyst,4,84110.11
58,Female,PhD,Frontend Developer,9,139267.9
47,Female,Master's,Data Analyst,3,81609.19
57,Male,Master's,Software Engineer,10,121787.33
42,Female,Bachelor's,Customer Service Manager,20,77984.22
31,Male,High School,Content Writer,2,31309.0
32,Male,Bachelor's,Supply Chain Manager,6,64760.48
45,Female,PhD,Backend Developer,5,121235.6
46,Male,PhD,Product Manager,16,163810.08
30,Male,High School,Operations Manager,6,44721.2
27,Male,Bachelor's,Data Engineer,2,86434.34
32,Male,High School,Project Manager,8,51867.73
46,Female,Bachelor's,Operations Manager,11,80980.49
31,Male,High School,Marketing Manager,2,53824.16
37,Female,PhD,Product Manager,3,117252.6
22,Male,High School,Full Stack Developer,1,50904.07
19,Female,High School,Business Analyst,1,48088.67
31,Female,PhD,Frontend Developer,2,105177.35
40,Female,Master's,Backend Developer,2,91807.94
35,Male,High School,Frontend Developer,17,82907.07
51,Male,Bachelor's,DevOps Engineer,16,105407.33
35,Female,High School,Data Engineer,9,62739.94
38,Male,PhD,Data Engineer,6,132933.97
41,Male,PhD,Marketing Manager,8,134044.35
33,Male,High School,Marketing Manager,12,69118.61
23,Male,High School,Content Writer,0,36051.17
29,Male,Master's,Marketing Manager,4,102896.72
34,Male,PhD,Software Engineer,4,128479.27
28,Female,PhD,Customer Service Manager,0,82110.14
21,Female,High School,Operations Manager,0,25000
36,Male,Bachelor's,Operations Manager,7,67792.77
36,Female,Bachelor's,Graphic Designer,4,56823.86
53,Male,Master's,Financial Analyst,29,158208.04
48,Female,PhD,Data Engineer,14,151405.24
34,Female,Bachelor's,Customer Service Manager,5,45704.84
43,Male,PhD,Graphic Designer,3,97771.92
28,Female,Bachelor's,UX Designer,2,54586.16
52,Male,Master's,DevOps Engineer,21,141070.35
27,Female,Bachelor's,Account Manager,4,49210.8
55,Female,Bachelor's,Business Analyst,17,90330.64
27,Male,High School,Product Manager,5,63052.35
54,Male,Master's,Content Writer,30,133784.53
22,Female,High School,Data Scientist,1,52904.06
35,Female,PhD,Network Engineer,5,131145.29
19,Female,High School,Account Manager,1,33247.58
36,Female,Bachelor's,Network Engineer,10,89125.98
46,Female,Master's,Business Analyst,13,103543.6
25,Female,Master's,Supply Chain Manager,0,83504.94
47,Male,PhD,Backend Developer,0,119611.34
54,Female,Master's,Data Engineer,6,112966.5
29,Female,Bachelor's,DevOps Engineer,5,66923.75
50,Male,Bachelor's,Data Engineer,7,91443.97
63,Male,PhD,Marketing Manager,13,133834.45
43,Male,Master's,Financial Analyst,5,97381.68
41,Female,Bachelor's,Supply Chain Manager,2,55698.65
58,Female,Master's,Machine Learning Engineer,15,149744.63
32,Male,High School,Project Manager,14,71462.17
44,Male,PhD,Supply Chain Manager,12,137360.97
29,Female,High School,Research Scientist,11,68808.43
45,Female,PhD,Data Analyst,3,115243.35
28,Male,PhD,Sales Manager,0,102310.39
30,Male,High School,Content Writer,9,48579.11
30,Female,Master's,Business Analyst,1,77337.52
26,Male,High School,Customer Service Manager,8,42876.01
56,Male,PhD,Supply Chain Manager,9,132951.71
47,Male,Bachelor's,HR Manager,9,77246.04
22,Female,High School,Supply Chain Manager,3,56901.54
39,Male,PhD,Backend Developer,1,123628.02
56,Male,PhD,Account Manager,14,124679.07
55,Male,PhD,Marketing Manager,2,85241.64
49,Female,Master's,Sales Manager,7,103035.15
30,Male,Bachelor's,Business Analyst,2,46015.72
20,Female,High School,Backend Developer,0,27853.83
50,Male,PhD,Product Manager,19,160670.27
56,Male,PhD,UX Designer,19,151266.43
35,Female,PhD,Software Engineer,4,139007.73
35,Female,Bachelor's,Data Analyst,3,52919.54
51,Male,Master's,Machine Learning Engineer,9,131582.68
21,Male,High School,Full Stack Developer,3,53078.97
29,Female,High School,Account Manager,11,52933.23
46,Male,Master's,Content Writer,18,109991.63
44,Female,PhD,Account Manager,2,106343.81
18,Female,High School,Software Engineer,0,58494.54
45,Male,Master's,Business Analyst,2,81507.55
40,Female,Master's,Marketing Manager,12,119928.68
22,Female,Bachelor's,Network Engineer,0,79184.09
36,Female,Bachelor's,DevOps Engineer,1,71891.44
29,Female,High School,Project Manager,10,76295.54
31,Male,Bachelor's,Product Manager,5,80311.16
61,Female,PhD,Operations Manager,33,196174.83
